"gene","dynamic_module","clean_module","expected_sign","scheme","n_repeats","median_rho","expected_direction_fraction","strong_expected_fraction","direction_retained_in_at_least_80pct_repeats"
"PPP2R1A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.164389095688837,0.93,0.39,TRUE
"PPP2R1A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.170614762764467,1,0.26,TRUE
"ACAN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.135126203425781,1,0.09,TRUE
"ACAN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.166158478328832,0.87,0.36,TRUE
"STARD10","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.188430280255713,1,0.38,TRUE
"STARD10","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.167483472748987,0.93,0.37,TRUE
"TCEAL8","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.157609959688294,1,0.15,TRUE
"TCEAL8","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.184061817356585,0.92,0.45,TRUE
"NUDT22","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0959052171515209,0.84,0.13,TRUE
"NUDT22","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.176426660043301,1,0.37,TRUE
"TACSTD2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.199461280092908,1,0.49,TRUE
"TACSTD2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.23714798830242,0.96,0.63,TRUE
"CD248","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.198236282636881,1,0.47,TRUE
"CD248","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.204724133568556,0.97,0.51,TRUE
"GOLGA2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.131802404620691,1,0.08,TRUE
"GOLGA2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.118897799203514,0.8,0.26,TRUE
"HSD3B7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.149180838254192,0.96,0.32,TRUE
"HSD3B7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.160405605332304,1,0.22,TRUE
"TAX1BP3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.237067872130546,0.96,0.61,TRUE
"TAX1BP3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.223366457282856,1,0.73,TRUE
"GLRX","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.231938199741549,1,0.74,TRUE
"GLRX","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.248083272238675,0.97,0.69,TRUE
"FAM96B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.181180407151583,1,0.37,TRUE
"FAM96B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.17092411508182,0.96,0.37,TRUE
"CYP1B1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.239496901847884,1,0.83,TRUE
"CYP1B1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.276965094339821,1,0.79,TRUE
"LTBR","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.163982414724513,0.95,0.4,TRUE
"LTBR","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.222649244045376,1,0.69,TRUE
"SERPINB6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.21209119877068,1,0.57,TRUE
"SERPINB6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.171819237933848,0.91,0.41,TRUE
"MFSD12","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.194917897648887,1,0.44,TRUE
"MFSD12","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.237217456501425,0.99,0.57,TRUE
"FKBP1A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.26077131478584,1,0.82,TRUE
"FKBP1A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.269086734734407,1,0.8,TRUE
"NCLN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.200458613191908,0.96,0.51,TRUE
"NCLN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.156832841367647,1,0.25,TRUE
"NTM","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.223561131233926,1,0.66,TRUE
"NTM","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.172448638708173,0.91,0.37,TRUE
"FAM173A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.196209019276167,1,0.45,TRUE
"FAM173A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.163702211237046,0.95,0.35,TRUE
"TMEM141","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.203297641509308,1,0.55,TRUE
"TMEM141","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.186047526785034,0.89,0.46,TRUE
"RNF181","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.109850081246963,0.87,0.16,TRUE
"RNF181","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.145679910287396,1,0.13,TRUE
"FBLN2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.272296444688274,1,0.97,TRUE
"FBLN2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.27553484304471,0.99,0.77,TRUE
"CTD-3214H19.16","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.198721013503779,1,0.49,TRUE
"CTD-3214H19.16","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.13180642122817,0.89,0.28,TRUE
"ARHGAP22","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.200794322209391,0.99,0.52,TRUE
"ARHGAP22","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0729249155582142,0.8,0.13,TRUE
"MRPL3","D2_late_increasing","none",1,"all_6_donors_n11",100,0.101854347201926,0.85,0.13,TRUE
"MRPL3","D2_late_increasing","none",1,"five_donors_n43",100,0.132314413356388,1,0.1,TRUE
"YIPF5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.248339034883179,0.99,0.64,TRUE
"YIPF5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.201279085841422,1,0.52,TRUE
"APOBEC3C","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.157053802229182,1,0.18,TRUE
"APOBEC3C","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.106154301309345,0.85,0.12,TRUE
"PSMB3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.266514401047426,1,0.9,TRUE
"PSMB3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.229650554155181,0.95,0.6,TRUE
"C1orf54","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.1781441193399,0.95,0.41,TRUE
"C1orf54","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.191176337248109,1,0.35,TRUE
"FAM57A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.218713305291014,1,0.6,TRUE
"FAM57A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.202205944233254,1,0.51,TRUE
"NUDT2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.22066467911631,1,0.65,TRUE
"NUDT2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.232196404065332,0.99,0.65,TRUE
"AP2M1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.25357401144555,1,0.83,TRUE
"AP2M1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.144554176808258,0.92,0.31,TRUE
"MYO18A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.204216508918821,0.97,0.51,TRUE
"MYO18A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.223525569258512,1,0.63,TRUE
"TOMM5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.185694844614565,0.98,0.47,TRUE
"TOMM5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.146005372063299,1,0.09,TRUE
"C1orf216","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.168164430015172,1,0.33,TRUE
"C1orf216","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.150335713744967,0.89,0.33,TRUE
"ELOVL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.159401445809642,1,0.23,TRUE
"ELOVL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.209574504588944,0.92,0.52,TRUE
"MMP24-AS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.274466099601383,1,0.95,TRUE
"MMP24-AS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.315826689496401,1,0.82,TRUE
"CCDC85B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.118475145665834,0.84,0.18,TRUE
"CCDC85B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.182047245302623,1,0.34,TRUE
"COX5A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.304599565718723,1,0.8,TRUE
"COX5A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.241351808604683,1,0.78,TRUE
"GTF2H5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.199810039638621,0.97,0.5,TRUE
"GTF2H5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.20936829391601,1,0.57,TRUE
"RALA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.159355587892242,1,0.2,TRUE
"RALA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.187860293972701,0.93,0.44,TRUE
"CTSD","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.147582883771517,0.94,0.24,TRUE
"CTSD","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.269140182547519,1,0.88,TRUE
"FAM210B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.25813959252426,0.93,0.68,TRUE
"FAM210B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.196317856842493,1,0.48,TRUE
"YKT6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.207665638291245,1,0.52,TRUE
"YKT6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.196571538352921,1,0.47,TRUE
"RP11-492E3.51","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.197495939618851,1,0.47,TRUE
"RP11-492E3.51","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.135194733632724,0.98,0.27,TRUE
"SEPW1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.175082636224603,0.94,0.42,TRUE
"SEPW1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.167841599770674,1,0.28,TRUE
"PTPRD","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.173078384138715,0.92,0.4,TRUE
"PTPRD","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.192119738717959,1,0.46,TRUE
"USP11","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.172080549728386,0.94,0.39,TRUE
"USP11","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.140780701574622,1,0.13,TRUE
"IFNGR2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.25770067802598,1,0.84,TRUE
"IFNGR2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.251252750087214,0.98,0.6,TRUE
"SLC52A2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.171305055429669,1,0.25,TRUE
"SLC52A2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.204582208981498,0.95959595959596,0.515151515151515,TRUE
"CFH","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.202999957298674,0.98,0.52,TRUE
"CFH","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.203210693370737,1,0.53,TRUE
"PRKAR2A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.230774121709497,0.99,0.61,TRUE
"PRKAR2A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.183450752353811,1,0.35,TRUE
"SNRPC","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.141446535567106,0.88,0.29,TRUE
"SNRPC","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.227703534577542,1,0.68,TRUE
"CHID1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.165766417249436,1,0.19,TRUE
"CHID1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.131349576941964,0.95,0.18,TRUE
"MSC","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.242797576591485,1,0.68,TRUE
"MSC","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.226085470496589,1,0.72,TRUE
"DNLZ","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.228412260979316,1,0.63,TRUE
"DNLZ","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.20825727859237,1,0.57,TRUE
"REXO2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.254113923230641,1,0.72,TRUE
"REXO2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.189441824275278,1,0.45,TRUE
"IFI35","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.217922003056592,1,0.63,TRUE
"IFI35","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.204733874618433,1,0.52,TRUE
"RAB31","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247800995952586,0.97,0.62,TRUE
"RAB31","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.295532828724234,1,0.96,TRUE
"PRDX5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.228089303392439,0.97,0.62,TRUE
"PRDX5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.210867353783475,1,0.57,TRUE
"UFD1L","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.156639278470001,0.88,0.31,TRUE
"UFD1L","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.189129140176273,1,0.38,TRUE
"ICAM3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.235638455319002,1,0.79,TRUE
"ICAM3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.257071689487971,0.98989898989899,0.717171717171717,TRUE
"SNHG18","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.235234707931301,1,0.73,TRUE
"SNHG18","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.26567158998154,1,0.76,TRUE
"PSENEN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.203380242718867,1,0.56,TRUE
"PSENEN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.265293806957719,1,0.76,TRUE
"SEC31A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.101805166821539,0.77,0.22,FALSE
"SEC31A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.189999741740012,1,0.43,TRUE
"EPN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247090603875987,0.98,0.62,TRUE
"EPN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.190596339694508,1,0.43,TRUE
"SH3BGRL3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.192078015640804,1,0.45,TRUE
"SH3BGRL3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.233249027044043,0.97,0.64,TRUE
"SAE1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.22163200431304,1,0.64,TRUE
"SAE1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.224851930438801,0.99,0.61,TRUE
"HSPA12B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.224005501400705,0.98,0.63,TRUE
"HSPA12B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.196747858894928,1,0.49,TRUE
"NAA38","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.158167720502516,0.95,0.38,TRUE
"NAA38","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.148376379272973,1,0.13,TRUE
"CLEC2A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.159145792595671,0.99,0.27,TRUE
"CLEC2A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.219155905867758,0.94,0.55,TRUE
"SEC23A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.175659178005876,1,0.3,TRUE
"SEC23A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.20480141109113,0.95,0.53,TRUE
"TENM4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.240880781220052,0.98,0.71,TRUE
"TENM4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.212650511196599,1,0.64,TRUE
"CILP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247745312218474,0.99,0.77,TRUE
"CILP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.225239243578799,1,0.78,TRUE
"CCL2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.202688676964446,1,0.54,TRUE
"CCL2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.230339937974942,0.99,0.65,TRUE
"LAMTOR1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.243101483603367,1,0.8,TRUE
"LAMTOR1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.227237102986961,0.99,0.63,TRUE
"TP53TG1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.184497831037861,1,0.38,TRUE
"TP53TG1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.245886736136174,0.98,0.66,TRUE
"SEPN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.195836249161912,0.97,0.47,TRUE
"SEPN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.244041743712936,1,0.79,TRUE
"BRE","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.234849752946047,0.96,0.64,TRUE
"BRE","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.237606975055381,1,0.72,TRUE
"SIGMAR1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.126668485777928,0.9,0.21,TRUE
"SIGMAR1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.205761193895819,1,0.56,TRUE
"DEF8","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.188470902366963,1,0.44,TRUE
"DEF8","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.250444814197476,0.96969696969697,0.676767676767677,TRUE
"CXCL12","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.2496074672424,1,0.78,TRUE
"CXCL12","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.245965616941234,1,0.92,TRUE
"CCDC8","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.183841289931896,0.93,0.43,TRUE
"CCDC8","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.189813450905296,1,0.4,TRUE
"MRPL27","D2_late_increasing","none",1,"all_6_donors_n11",100,0.265583994296012,1,0.78,TRUE
"MRPL27","D2_late_increasing","none",1,"five_donors_n43",100,0.215377401443011,1,0.61,TRUE
"GSTK1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.210101233262224,1,0.66,TRUE
"GSTK1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.227241557387391,1,0.62,TRUE
"NFE2L1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.236095309502128,0.96,0.61,TRUE
"NFE2L1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.22105895879469,1,0.67,TRUE
"PDIA4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.22223742376462,1,0.6,TRUE
"PDIA4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.18335182147306,1,0.35,TRUE
"CAP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.160615592254451,0.94,0.34,TRUE
"CAP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.190452115531474,1,0.45,TRUE
"ABHD14A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.220135472483493,1,0.7,TRUE
"ABHD14A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.22465582511946,0.99,0.59,TRUE
"PLGRKT","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.266339324363919,1,0.89,TRUE
"PLGRKT","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.284985901440762,0.99,0.81,TRUE
"SERP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.286266998850262,1,0.82,TRUE
"SERP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.240862384084566,1,0.82,TRUE
"FAAP20","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0887379384593484,0.83,0.12,TRUE
"FAAP20","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.180845968122716,1,0.32,TRUE
"PPP4C","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.255222180660028,0.95,0.68,TRUE
"PPP4C","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.212758640511735,1,0.61,TRUE
"NRN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.211791312138255,1,0.6,TRUE
"NRN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.204582208981498,0.99,0.54,TRUE
"ITGB5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.178536130013934,0.95,0.39,TRUE
"ITGB5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.285334133933801,1,0.95,TRUE
"PDZD11","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.230815055321192,0.98,0.69,TRUE
"PDZD11","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.228763835751814,1,0.72,TRUE
"CLTB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.159488993380318,0.95,0.39,TRUE
"CLTB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.205845844890925,1,0.59,TRUE
"TADA3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.241675973398091,1,0.85,TRUE
"TADA3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.249948474138193,0.98,0.65,TRUE
"MZT2A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.299638109889221,1,0.86,TRUE
"MZT2A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.273197473506733,1,0.95,TRUE
"PTGIS","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.195275117071942,0.99,0.49,TRUE
"PTGIS","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.245679082773706,1,0.92,TRUE
"FGGY","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.180845791270354,0.97,0.41,TRUE
"FGGY","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.237204243864687,1,0.73,TRUE
"HSPB6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.253911795514944,1,0.83,TRUE
"HSPB6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.275848225929954,1,0.78,TRUE
"C19orf70","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.226850207505907,1,0.71,TRUE
"C19orf70","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.166423433420491,0.97,0.36,TRUE
"PPP1CA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.175120502126439,1,0.36,TRUE
"PPP1CA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.235359902625198,0.97,0.56,TRUE
"TMEM54","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.286858249879251,1,0.82,TRUE
"TMEM54","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.231574783501846,1,0.7,TRUE
"SSR2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.156529533197629,0.94,0.31,TRUE
"SSR2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.19972486354567,1,0.49,TRUE
