"cell","ordering_set","pseudotime","program","sample","condition"
"N387690_CELL2153_N3","program_DE_top1000",5.80028352186627,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2167_N2","program_DE_top1000",0.532736957421255,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL2235_N5","program_DE_top1000",0.371152145524945,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2287_N3","program_DE_top1000",0.219619740605781,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2293_N4","program_DE_top1000",0.412868078041373,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2307_N2","program_DE_top1000",0.218006092506809,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL2367_N3","program_DE_top1000",3.54721931452754,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2428_N2","program_DE_top1000",4.39067029623735,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL2433_N2","program_DE_top1000",0.479917748400729,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2521_N2","program_DE_top1000",0.335437787016474,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2576_N3","program_DE_top1000",0.402881539527879,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2590_N3","program_DE_top1000",0.37333641094395,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2681_N2","program_DE_top1000",0.89991784102024,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2703_N2","program_DE_top1000",0.596660670382452,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2827_N2","program_DE_top1000",0.34702835314677,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2934_N3","program_DE_top1000",0.608695058307081,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2939_N3","program_DE_top1000",5.42105848650596,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2976_N2","program_DE_top1000",0.331290847946055,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3003_N3","program_DE_top1000",0.443608496725108,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3134_N3","program_DE_top1000",6.31489293786818,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3274_N3","program_DE_top1000",0.220425147307432,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL3328_N2","program_DE_top1000",1.23545855631073,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL3396_N3","program_DE_top1000",0.715842910837499,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3416_N2","program_DE_top1000",0.494266158014998,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3433_N4","program_DE_top1000",2.04600016299209,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3453_N2","program_DE_top1000",0.494199356191292,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3526_N5","program_DE_top1000",0.429431916435041,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3575_N2","program_DE_top1000",0.286512178447156,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3596_N2","program_DE_top1000",0.458649324474703,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3604_N2","program_DE_top1000",3.20769002332713,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3612_N4","program_DE_top1000",0.436178669063824,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3631_N4","program_DE_top1000",0.378840850020221,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3735_N3","program_DE_top1000",0.121569509061634,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3873_N3","program_DE_top1000",0.292761078124988,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3902_N2","program_DE_top1000",0.323994742898543,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3923_N3","program_DE_top1000",0.315250898412217,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4047_N4","program_DE_top1000",0.649117647052939,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4183_N2","program_DE_top1000",0.748498421521478,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4356_N4","program_DE_top1000",0.309309379821393,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4456_N2","program_DE_top1000",0.366766892477341,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4592_N7","program_DE_top1000",8.14691598288296,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4736_N2","program_DE_top1000",0.331944133909375,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4752_N3","program_DE_top1000",0.289857888826617,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL4803_N3","program_DE_top1000",0.329436524399947,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5015_N2","program_DE_top1000",0.369839441947445,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5034_N5","program_DE_top1000",0.361521193842107,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5095_N3","program_DE_top1000",0.396315931056087,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5103_N4","program_DE_top1000",0.383772340981027,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5147_N3","program_DE_top1000",0.275066624083588,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5163_N3","program_DE_top1000",0.428500031636145,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5319_N3","program_DE_top1000",4.58190246354789,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5347_N4","program_DE_top1000",0.221165605153399,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL5652_N2","program_DE_top1000",3.81024461032631,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5660_N3","program_DE_top1000",0.322977283669217,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5689_N2","program_DE_top1000",1.68279085750541,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5726_N2","program_DE_top1000",0.405112920790722,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5772_N5","program_DE_top1000",0.251213828940823,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6006_N2","program_DE_top1000",0.383504707566987,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6059_N2","program_DE_top1000",0.484487413021065,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6261_N3","program_DE_top1000",0.479776708074515,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6304_N2","program_DE_top1000",0.514698791873343,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6362_N2","program_DE_top1000",0.454711834153276,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6518_N4","program_DE_top1000",0.473465997462765,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6594_N2","program_DE_top1000",0.212383007976859,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6668_N2","program_DE_top1000",0.38498940365085,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6871_N2","program_DE_top1000",0.36275054818981,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6935_N4","program_DE_top1000",0.433873854521712,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6951_N3","program_DE_top1000",0.423684467402185,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7016_N2","program_DE_top1000",0.448371301907144,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7026_N2","program_DE_top1000",0.233025956753517,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7096_N2","program_DE_top1000",0.372530428016501,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7121_N2","program_DE_top1000",0.516607803292214,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7143_N3","program_DE_top1000",0.994906552218969,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL7176_N3","program_DE_top1000",0.557788111758553,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7208_N2","program_DE_top1000",10.947675331064,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7473_N3","program_DE_top1000",0.3734568638439,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7509_N2","program_DE_top1000",0.307173088223179,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL7538_N2","program_DE_top1000",0.575066203187867,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7573_N3","program_DE_top1000",0.379360310425453,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7647_N3","program_DE_top1000",0.429245650073371,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7825_N2","program_DE_top1000",0.484335496794925,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7852_N2","program_DE_top1000",0.515658264137778,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7902_N2","program_DE_top1000",2.26267355019966,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7949_N2","program_DE_top1000",4.10063450452463,"Matrix-remodeling fibroblasts","N387690","Normal"
"N387690_CELL8052_N2","program_DE_top1000",7.92777645872312,"Matrix-remodeling fibroblasts","N387690","Normal"
"N387690_CELL8080_N2","program_DE_top1000",0.528959609039022,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8105_N2","program_DE_top1000",0.296157031176402,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8127_N2","program_DE_top1000",0.507268106199272,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8151_N3","program_DE_top1000",0.304437398295935,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8300_N2","program_DE_top1000",0.243123410901894,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8314_N4","program_DE_top1000",0.398699367691834,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8342_N2","program_DE_top1000",0.666878072428537,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8351_N3","program_DE_top1000",0.120642271044574,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8481_N2","program_DE_top1000",0.376823561036526,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8510_N3","program_DE_top1000",6.3855659421876,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8571_N2","program_DE_top1000",0.80021208043729,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8611_N2","program_DE_top1000",0.185129325297071,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8623_N3","program_DE_top1000",0.565375979803916,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8670_N2","program_DE_top1000",4.49192103665855,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8732_N3","program_DE_top1000",12.8865276139229,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8763_N2","program_DE_top1000",4.6364333448262,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8888_N2","program_DE_top1000",2.01221594794475,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL8943_N2","program_DE_top1000",0.361094353219463,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL9070_N2","program_DE_top1000",0.369899229610543,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL9385_N2","program_DE_top1000",0.358665948033515,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL9436_N2","program_DE_top1000",0.51749659773879,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL9517_N2","program_DE_top1000",0.360403402629435,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL9559_N2","program_DE_top1000",0.442143657455505,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL9812_N2","program_DE_top1000",0.204008017372588,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL9885_N3","program_DE_top1000",0.409163801945251,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL9890_N2","program_DE_top1000",0.463263709071925,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10048_N4","program_DE_top1000",0.353786523373724,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10058_N2","program_DE_top1000",0.471278884403028,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10163_N3","program_DE_top1000",0.621934482205585,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10200_N3","program_DE_top1000",0.242282534297229,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10230_N3","program_DE_top1000",1.10886605949383,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10274_N1","program_DE_top1000",1.91063352978616,"Matrix-remodeling fibroblasts","N387690","Normal"
"N387690_CELL10291_N2","program_DE_top1000",0.37184420220414,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10744_N2","program_DE_top1000",1.51390892719267,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10762_N2","program_DE_top1000",0.4847889934413,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10781_N2","program_DE_top1000",0.497113152566486,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10871_N3","program_DE_top1000",0.487157400910847,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10951_N2","program_DE_top1000",0.34553391670321,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL10988_N2","program_DE_top1000",0.286403039164624,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11123_N2","program_DE_top1000",0.567120049408668,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11214_N2","program_DE_top1000",0.217658667123989,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11231_N2","program_DE_top1000",0.383119907439785,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11336_N3","program_DE_top1000",0.526340571073665,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11516_N4","program_DE_top1000",0.420529198084206,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11610_N2","program_DE_top1000",0.404310678440294,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11624_N2","program_DE_top1000",0.382354956187529,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11685_N2","program_DE_top1000",0.386636306716217,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL11737_N2","program_DE_top1000",0.356031656720421,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL11864_N3","program_DE_top1000",0.299503092425369,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12009_N2","program_DE_top1000",0.481707727053373,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12013_N2","program_DE_top1000",0.420864271446403,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12032_N2","program_DE_top1000",0.323195929590136,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12180_N2","program_DE_top1000",4.80555075144341,"Matrix-remodeling fibroblasts","N387690","Normal"
"N387690_CELL12201_N3","program_DE_top1000",0.413370005715921,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12225_N2","program_DE_top1000",0.602937742141894,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12532_N2","program_DE_top1000",0.486167839623161,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12554_N2","program_DE_top1000",0.531660708532946,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12600_N2","program_DE_top1000",0.309011007005299,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12652_N2","program_DE_top1000",4.24705893752121,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL12834_N2","program_DE_top1000",0.576848817040705,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL13111_N2","program_DE_top1000",0.339455568073096,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL13137_N2","program_DE_top1000",0.49350913655666,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL13168_N2","program_DE_top1000",0.381954847813225,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL13400_N1","program_DE_top1000",0.359763838290193,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL13518_N1","program_DE_top1000",0.327913036266032,"Homeostatic/regulatory fibroblasts","N387690","Normal"
